County,State,Year,Price
Gloucester County,VA,2007,144.33333333333334
Prince George County,VA,2007,122.16666666666667
Isle of Wight County,VA,2007,135.16666666666666
Orange County,VA,2007,150.16666666666666
Louisa County,VA,2007,143.08333333333334
Botetourt County,VA,2007,125.75
Caroline County,MD,2007,144.33333333333334
Dorchester County,MD,2007,124.41666666666667
Amherst County,VA,2007,106.5
Garrett County,MD,2007,121.75
Jefferson County,WA,2007,210.5
Caroline County,VA,2007,152.33333333333334
Powhatan County,VA,2007,147.91666666666666
Somerset County,MD,2007,97.16666666666667
Winchester City,VA,2007,162.83333333333334
Fluvanna County,VA,2007,147.33333333333334
Salem City,VA,2007,122.08333333333333
Fredericksburg City,VA,2007,169.33333333333334
Page County,VA,2007,122.41666666666667
Staunton City,VA,2007,119.0
King George County,VA,2007,164.58333333333334
Scott County,VA,2007,60.5
Hopewell City,VA,2007,100.41666666666667
Fairfax City,VA,2007,271.1666666666667
Rockbridge County,VA,2007,128.16666666666666
Goochland County,VA,2007,150.75
Asotin County,WA,2007,129.91666666666666
Waynesboro City,VA,2007,117.25
Pacific County,WA,2007,92.58333333333333
Klickitat County,WA,2007,112.83333333333333
Kent County,MD,2007,149.41666666666666
Adams County,WA,2007,85.66666666666667
New Kent County,VA,2007,135.0
Greene County,VA,2007,154.41666666666666
Bristol City,VA,2007,72.58333333333333
Colonial Heights City,VA,2007,117.0
Giles County,VA,2007,70.83333333333333
Alleghany County,VA,2007,
King William County,VA,2007,137.25
San Juan County,WA,2007,340.4166666666667
Grayson County,VA,2007,105.75
Nelson County,VA,2007,170.08333333333334
Manassas Park City,VA,2007,
Williamsburg City,VA,2007,173.66666666666666
Clarke County,VA,2007,195.08333333333334
Falls Church City,VA,2007,349.6666666666667
Poquoson City,VA,2007,155.83333333333334
Essex County,VA,2007,127.25
Middlesex County,VA,2007,169.16666666666666
Ferry County,WA,2007,
King County,WA,2008,240.33333333333334
Fairfax County,VA,2008,257.5833333333333
Montgomery County,MD,2008,259.8333333333333
Prince Georges County,MD,2008,194.16666666666666
Baltimore County,MD,2008,176.75
Pierce County,WA,2008,167.25
Snohomish County,WA,2008,212.41666666666666
Baltimore City,MD,2008,119.58333333333333
District of Columbia,DC,2008,352.5
Anne Arundel County,MD,2008,221.75
Spokane County,WA,2008,154.33333333333334
Virginia Beach City,VA,2008,152.91666666666666
Clark County,WA,2008,151.75
Prince William County,VA,2008,173.41666666666666
Chesterfield County,VA,2008,120.58333333333333
Loudoun County,VA,2008,195.0
Henrico County,VA,2008,135.33333333333334
Howard County,MD,2008,219.25
Thurston County,WA,2008,156.58333333333334
Kitsap County,WA,2008,188.91666666666666
Harford County,MD,2008,169.66666666666666
Yakima County,WA,2008,104.41666666666667
Norfolk City,VA,2008,139.0
Frederick County,MD,2008,177.66666666666666
Chesapeake City,VA,2008,147.25
Arlington County,VA,2008,391.3333333333333
Richmond City,VA,2008,115.58333333333333
Whatcom County,WA,2008,190.33333333333334
Newport News City,VA,2008,131.33333333333334
Benton County,WA,2008,104.25
Carroll County,MD,2008,192.5
Washington County,MD,2008,131.33333333333334
Charles County,MD,2008,173.16666666666666
Hampton City,VA,2008,126.16666666666667
Stafford County,VA,2008,155.91666666666666
Spotsylvania County,VA,2008,144.83333333333334
Skagit County,WA,2008,183.0
Saint Marys County,MD,2008,168.25
Cowlitz County,WA,2008,127.83333333333333
Cecil County,MD,2008,153.0
Hanover County,VA,2008,139.25
Wicomico County,MD,2008,114.58333333333333
Roanoke City,VA,2008,92.75
Portsmouth City,VA,2008,125.25
Montgomery County,VA,2008,110.83333333333333
Roanoke County,VA,2008,112.58333333333333
Grant County,WA,2008,111.58333333333333
Calvert County,MD,2008,203.0
Suffolk City,VA,2008,132.0
Island County,WA,2008,195.25
Frederick County,VA,2008,139.83333333333334
Franklin County,WA,2008,83.25
Lynchburg City,VA,2008,78.75
Lewis County,WA,2008,119.66666666666667
Allegany County,MD,2008,70.91666666666667
Augusta County,VA,2008,127.0
Grays Harbor County,WA,2008,106.83333333333333
Chelan County,WA,2008,187.5
Clallam County,WA,2008,166.5
Bedford County,VA,2008,123.75
James City County,VA,2008,150.0
York County,VA,2008,147.5
Fauquier County,VA,2008,173.5
Pittsylvania County,VA,2008,78.25
Mason County,WA,2008,153.5
Walla Walla County,WA,2008,136.5
Franklin County,VA,2008,116.0
Washington County,VA,2008,84.5
Henry County,VA,2008,58.666666666666664
Worcester County,MD,2008,241.75
Harrisonburg City,VA,2008,130.91666666666666
Queen Annes County,MD,2008,184.58333333333334
Culpeper County,VA,2008,138.08333333333334
Whitman County,WA,2008,
Stevens County,WA,2008,107.33333333333333
Charlottesville City,VA,2008,191.08333333333334
Shenandoah County,VA,2008,127.75
Okanogan County,WA,2008,116.66666666666667
Kittitas County,WA,2008,167.0
Douglas County,WA,2008,160.66666666666666
Talbot County,MD,2008,166.33333333333334
Warren County,VA,2008,155.08333333333334
Gloucester County,VA,2008,135.16666666666666
Prince George County,VA,2008,118.41666666666667
Isle of Wight County,VA,2008,128.66666666666666
Orange County,VA,2008,133.41666666666666
Louisa County,VA,2008,136.16666666666666
Botetourt County,VA,2008,123.16666666666667
Caroline County,MD,2008,132.0
Dorchester County,MD,2008,117.16666666666667
Amherst County,VA,2008,115.25
Garrett County,MD,2008,116.0
Jefferson County,WA,2008,201.91666666666666
Caroline County,VA,2008,134.91666666666666
Powhatan County,VA,2008,142.41666666666666
Somerset County,MD,2008,88.91666666666667
Winchester City,VA,2008,147.83333333333334
Fluvanna County,VA,2008,138.0
Salem City,VA,2008,121.08333333333333
Fredericksburg City,VA,2008,156.75
Page County,VA,2008,106.75
Staunton City,VA,2008,120.91666666666667
King George County,VA,2008,149.5
Scott County,VA,2008,62.666666666666664
Hopewell City,VA,2008,96.25
Fairfax City,VA,2008,248.16666666666666
Rockbridge County,VA,2008,124.41666666666667
Goochland County,VA,2008,142.58333333333334
Asotin County,WA,2008,134.83333333333334
Waynesboro City,VA,2008,114.16666666666667
Pacific County,WA,2008,94.16666666666667
Klickitat County,WA,2008,104.91666666666667
Kent County,MD,2008,137.83333333333334
Adams County,WA,2008,88.33333333333333
New Kent County,VA,2008,129.83333333333334
Greene County,VA,2008,145.75
Bristol City,VA,2008,70.41666666666667
Colonial Heights City,VA,2008,112.16666666666667
Giles County,VA,2008,72.66666666666667
Alleghany County,VA,2008,
King William County,VA,2008,128.66666666666666
San Juan County,WA,2008,323.1666666666667
Grayson County,VA,2008,91.5
Nelson County,VA,2008,158.66666666666666
Manassas Park City,VA,2008,
Williamsburg City,VA,2008,164.66666666666666
Clarke County,VA,2008,183.83333333333334
Falls Church City,VA,2008,331.0833333333333
Poquoson City,VA,2008,152.08333333333334
Essex County,VA,2008,124.25
Middlesex County,VA,2008,155.75
Ferry County,WA,2008,
King County,WA,2009,213.16666666666666
Fairfax County,VA,2009,240.66666666666666
Montgomery County,MD,2009,234.75
Prince Georges County,MD,2009,159.0
Baltimore County,MD,2009,164.25
Pierce County,WA,2009,148.91666666666666
Snohomish County,WA,2009,187.75
Baltimore City,MD,2009,107.75
District of Columbia,DC,2009,332.1666666666667
Anne Arundel County,MD,2009,202.16666666666666
Spokane County,WA,2009,146.91666666666666
Virginia Beach City,VA,2009,144.91666666666666
Clark County,WA,2009,134.08333333333334
Prince William County,VA,2009,148.83333333333334
Chesterfield County,VA,2009,112.75
Loudoun County,VA,2009,178.75
Henrico County,VA,2009,126.25
Howard County,MD,2009,202.91666666666666
Thurston County,WA,2009,147.25
Kitsap County,WA,2009,171.33333333333334
Harford County,MD,2009,158.33333333333334
Yakima County,WA,2009,101.91666666666667
Norfolk City,VA,2009,129.33333333333334
Frederick County,MD,2009,156.0
Chesapeake City,VA,2009,139.5
Arlington County,VA,2009,383.25
Richmond City,VA,2009,111.66666666666667
Whatcom County,WA,2009,177.66666666666666
Newport News City,VA,2009,124.66666666666667
Benton County,WA,2009,106.0
Carroll County,MD,2009,176.0
Washington County,MD,2009,115.75
Charles County,MD,2009,149.0
Hampton City,VA,2009,120.58333333333333
Stafford County,VA,2009,134.58333333333334
Spotsylvania County,VA,2009,125.08333333333333
Skagit County,WA,2009,164.25
Saint Marys County,MD,2009,154.66666666666666
Cowlitz County,WA,2009,115.33333333333333
Cecil County,MD,2009,141.75
Hanover County,VA,2009,129.75
Wicomico County,MD,2009,106.33333333333333
Roanoke City,VA,2009,90.75
Portsmouth City,VA,2009,117.16666666666667
Montgomery County,VA,2009,103.33333333333333
Roanoke County,VA,2009,109.5
Grant County,WA,2009,106.83333333333333
Calvert County,MD,2009,182.75
Suffolk City,VA,2009,127.0
Island County,WA,2009,181.83333333333334
Frederick County,VA,2009,121.83333333333333
Franklin County,WA,2009,84.58333333333333
Lynchburg City,VA,2009,75.58333333333333
Lewis County,WA,2009,109.75
Allegany County,MD,2009,69.83333333333333
Augusta County,VA,2009,123.0
Grays Harbor County,WA,2009,97.16666666666667
Chelan County,WA,2009,168.5
Clallam County,WA,2009,151.58333333333334
Bedford County,VA,2009,120.75
James City County,VA,2009,140.58333333333334
York County,VA,2009,144.16666666666666
Fauquier County,VA,2009,151.25
Pittsylvania County,VA,2009,77.91666666666667
Mason County,WA,2009,139.91666666666666
Walla Walla County,WA,2009,129.75
Franklin County,VA,2009,109.08333333333333
Washington County,VA,2009,82.08333333333333
Henry County,VA,2009,64.58333333333333
Worcester County,MD,2009,218.08333333333334
Harrisonburg City,VA,2009,120.91666666666667
Queen Annes County,MD,2009,166.25
Culpeper County,VA,2009,116.83333333333333
Whitman County,WA,2009,
Stevens County,WA,2009,103.5
Charlottesville City,VA,2009,189.75
Shenandoah County,VA,2009,118.66666666666667
Okanogan County,WA,2009,111.58333333333333
Kittitas County,WA,2009,148.41666666666666
Douglas County,WA,2009,155.58333333333334
Talbot County,MD,2009,156.66666666666666
Warren County,VA,2009,137.0
Gloucester County,VA,2009,130.75
Prince George County,VA,2009,102.5
Isle of Wight County,VA,2009,121.25
Orange County,VA,2009,117.58333333333333
Louisa County,VA,2009,124.75
Botetourt County,VA,2009,119.75
Caroline County,MD,2009,119.83333333333333
Dorchester County,MD,2009,101.91666666666667
Amherst County,VA,2009,108.91666666666667
Garrett County,MD,2009,112.83333333333333
Jefferson County,WA,2009,188.66666666666666
Caroline County,VA,2009,115.33333333333333
Powhatan County,VA,2009,133.41666666666666
Somerset County,MD,2009,78.75
Winchester City,VA,2009,134.5
Fluvanna County,VA,2009,127.58333333333333
Salem City,VA,2009,117.16666666666667
Fredericksburg City,VA,2009,137.16666666666666
Page County,VA,2009,101.25
Staunton City,VA,2009,114.58333333333333
King George County,VA,2009,135.08333333333334
Scott County,VA,2009,60.25
Hopewell City,VA,2009,90.0
Fairfax City,VA,2009,234.25
Rockbridge County,VA,2009,107.83333333333333
Goochland County,VA,2009,127.5
Asotin County,WA,2009,130.66666666666666
Waynesboro City,VA,2009,109.41666666666667
Pacific County,WA,2009,94.58333333333333
Klickitat County,WA,2009,110.91666666666667
Kent County,MD,2009,123.58333333333333
Adams County,WA,2009,88.41666666666667
New Kent County,VA,2009,119.08333333333333
Greene County,VA,2009,137.66666666666666
Bristol City,VA,2009,71.25
Colonial Heights City,VA,2009,105.66666666666667
Giles County,VA,2009,72.16666666666667
Alleghany County,VA,2009,
King William County,VA,2009,121.5
San Juan County,WA,2009,294.75
Grayson County,VA,2009,75.08333333333333
Nelson County,VA,2009,142.58333333333334
Manassas Park City,VA,2009,
Williamsburg City,VA,2009,154.5
Clarke County,VA,2009,170.58333333333334
Falls Church City,VA,2009,328.1666666666667
Poquoson City,VA,2009,143.08333333333334
Essex County,VA,2009,118.25
Middlesex County,VA,2009,147.25
Ferry County,WA,2009,
King County,WA,2010,198.41666666666666
Fairfax County,VA,2010,243.66666666666666
Montgomery County,MD,2010,229.58333333333334
Prince Georges County,MD,2010,137.91666666666666
Baltimore County,MD,2010,156.83333333333334
Pierce County,WA,2010,139.75
Snohomish County,WA,2010,170.0
Baltimore City,MD,2010,100.41666666666667
District of Columbia,DC,2010,332.0
Anne Arundel County,MD,2010,194.83333333333334
Spokane County,WA,2010,139.0
Virginia Beach City,VA,2010,141.5
Clark County,WA,2010,126.16666666666667
Prince William County,VA,2010,152.41666666666666
Chesterfield County,VA,2010,107.5
Loudoun County,VA,2010,180.83333333333334
Henrico County,VA,2010,120.08333333333333
Howard County,MD,2010,196.83333333333334
Thurston County,WA,2010,140.08333333333334
Kitsap County,WA,2010,164.58333333333334
Harford County,MD,2010,152.33333333333334
Yakima County,WA,2010,102.16666666666667
Norfolk City,VA,2010,123.5
Frederick County,MD,2010,146.33333333333334
Chesapeake City,VA,2010,134.41666666666666
Arlington County,VA,2010,382.4166666666667
Richmond City,VA,2010,107.25
Whatcom County,WA,2010,172.08333333333334
Newport News City,VA,2010,121.33333333333333
Benton County,WA,2010,109.66666666666667
Carroll County,MD,2010,167.5
Washington County,MD,2010,103.5
Charles County,MD,2010,137.16666666666666
Hampton City,VA,2010,115.66666666666667
Stafford County,VA,2010,130.08333333333334
Spotsylvania County,VA,2010,118.41666666666667
Skagit County,WA,2010,153.08333333333334
Saint Marys County,MD,2010,145.08333333333334
Cowlitz County,WA,2010,108.91666666666667
Cecil County,MD,2010,130.5
Hanover County,VA,2010,123.0
Wicomico County,MD,2010,97.5
Roanoke City,VA,2010,87.75
Portsmouth City,VA,2010,111.75
Montgomery County,VA,2010,105.08333333333333
Roanoke County,VA,2010,107.41666666666667
Grant County,WA,2010,100.41666666666667
Calvert County,MD,2010,170.08333333333334
Suffolk City,VA,2010,118.83333333333333
Island County,WA,2010,171.33333333333334
Frederick County,VA,2010,114.83333333333333
Franklin County,WA,2010,97.0
Lynchburg City,VA,2010,74.41666666666667
Lewis County,WA,2010,106.41666666666667
Allegany County,MD,2010,66.08333333333333
Augusta County,VA,2010,120.25
Grays Harbor County,WA,2010,92.0
Chelan County,WA,2010,152.41666666666666
Clallam County,WA,2010,140.41666666666666
Bedford County,VA,2010,116.91666666666667
James City County,VA,2010,137.08333333333334
York County,VA,2010,141.25
Fauquier County,VA,2010,144.83333333333334
Pittsylvania County,VA,2010,80.66666666666667
Mason County,WA,2010,134.33333333333334
Walla Walla County,WA,2010,127.08333333333333
Franklin County,VA,2010,104.66666666666667
Washington County,VA,2010,84.91666666666667
Henry County,VA,2010,59.333333333333336
Worcester County,MD,2010,203.16666666666666
Harrisonburg City,VA,2010,116.75
Queen Annes County,MD,2010,163.16666666666666
Culpeper County,VA,2010,109.83333333333333
Whitman County,WA,2010,
Stevens County,WA,2010,108.16666666666667
Charlottesville City,VA,2010,191.66666666666666
Shenandoah County,VA,2010,116.41666666666667
Okanogan County,WA,2010,111.41666666666667
Kittitas County,WA,2010,140.0
Douglas County,WA,2010,153.08333333333334
Talbot County,MD,2010,150.33333333333334
Warren County,VA,2010,130.75
Gloucester County,VA,2010,127.16666666666667
Prince George County,VA,2010,101.83333333333333
Isle of Wight County,VA,2010,119.16666666666667
Orange County,VA,2010,115.0
Louisa County,VA,2010,119.66666666666667
Botetourt County,VA,2010,118.08333333333333
Caroline County,MD,2010,102.91666666666667
Dorchester County,MD,2010,95.41666666666667
Amherst County,VA,2010,111.25
Garrett County,MD,2010,110.33333333333333
Jefferson County,WA,2010,183.16666666666666
Caroline County,VA,2010,114.5
Powhatan County,VA,2010,124.66666666666667
Somerset County,MD,2010,63.583333333333336
Winchester City,VA,2010,123.41666666666667
Fluvanna County,VA,2010,122.83333333333333
Salem City,VA,2010,113.91666666666667
Fredericksburg City,VA,2010,136.66666666666666
Page County,VA,2010,95.0
Staunton City,VA,2010,110.5
King George County,VA,2010,133.75
Scott County,VA,2010,60.0
Hopewell City,VA,2010,85.58333333333333
Fairfax City,VA,2010,233.41666666666666
Rockbridge County,VA,2010,104.33333333333333
Goochland County,VA,2010,127.41666666666667
Asotin County,WA,2010,131.16666666666666
Waynesboro City,VA,2010,105.66666666666667
Pacific County,WA,2010,88.91666666666667
Klickitat County,WA,2010,114.16666666666667
Kent County,MD,2010,119.25
Adams County,WA,2010,88.83333333333333
New Kent County,VA,2010,114.41666666666667
Greene County,VA,2010,131.66666666666666
Bristol City,VA,2010,70.25
Colonial Heights City,VA,2010,100.91666666666667
Giles County,VA,2010,71.33333333333333
Alleghany County,VA,2010,61.2
King William County,VA,2010,114.91666666666667
San Juan County,WA,2010,265.75
Grayson County,VA,2010,74.16666666666667
Nelson County,VA,2010,137.41666666666666
Manassas Park City,VA,2010,140.83333333333334
Williamsburg City,VA,2010,144.58333333333334
Clarke County,VA,2010,151.83333333333334
Falls Church City,VA,2010,331.9166666666667
Poquoson City,VA,2010,141.83333333333334
Essex County,VA,2010,107.33333333333333
Middlesex County,VA,2010,141.5
Ferry County,WA,2010,80.4
